human_score,model_score,sentence1,sentence2
3.0,0.83933324,"Kadyrov yaralanmadı, ancak ölenler arasında dört koruması da vardı.","Ancak Itar-Tass haber ajansı, bomba nedeniyle ölenler arasında dört korumasının da olduğunu söyledi."
2.75,0.69112676,"Komisyon, Kaliforniya'nın 2001 yılında vergi barınaklarına 1,34 milyar dolar -en fazla eyalet- kaybettiğini tahmin ediyor.","Komisyon, Kaliforniya'nın 2001 yılında kurumlar vergisi barınaklarına 937 milyon dolar kaybettiğini tahmin etti."
4.0,0.9117244,"Yetkililer, ABD güçlerinin Suriye topraklarına geçip geçmediğini ve Suriye sınır muhafızlarının nasıl dahil olduğu konusunda belirsiz olup olmadığını söylemediler.","ABD'li yetkililer, istihbarat üzerine hareket eden Amerikan güçlerinin Suriye topraklarına geçip geçmediğini ve Suriye muhafızlarının olaya nasıl dahil olduğu konusunda belirsiz olup olmadığını söylemedi."
1.75,0.52359694,"VeriSign, Site Bulucu hizmetini 15 Eylül'de tanıttı.",VeriSign'ın üç haftalık Site Bulucu hizmetiyle ilgili savaş devam ediyor.
4.5,0.46059698,Druce'un hala hapishanede tutulduğunu ve şu anda tecrit altında olduğunu söyledi.,Druce dün gece aynı hapishanede tecrit altında tutuldu.
5.0,0.95808464,"Liderleri Ebu Bekir el-Azdi Haziran ayında teslim oldu; Yardımcısı, Suudi kuvvetleriyle yakın zamanda çıkan bir çatışmada öldürüldü.",Liderleri Ebu Bekir el-Azdi Haziran ayında teslim oldu; Yardımcısı geçenlerde Suudi kuvvetleriyle girdiği çatışmada öldürüldü.
3.0,0.771225,"Freitas'ın açılış açıklamasından sonra, King County Yüksek Mahkemesi Yargıcı Charles Mertel duruşmayı Şükran Günü hafta sonu sonrasına erteledi.",King County Yüksek Mahkemesi Yargıcı Charles Mertel daha sonra duruşmaya Pazartesi gününe kadar ara verecek.
2.8,0.8954995,"Gazete, Google'ın yatırımcıları arasında önde gelen VC firmaları Kleiner Perkins Caufield & Byers ve Sequoia Capital'in yer aldığına dikkat çekti.",Google'ın ilk aşama destekçileri arasında Kaliforniya merkezli Stanford Üniversitesi ve VC firmaları Kleiner Perkins ve Sequoia Capital yer alıyor.
2.667,0.879868,"1 Temmuz, Hong Kong'un Çin yönetimine dönüşünün altıncı yıldönümü.","Miting, Hong Kong'un 1 Temmuz 1997'de Çin'e dönüşünün altıncı yıldönümü münasebetiyle düzenlenen törenleri gölgede bıraktı."
4.0,0.81033385,"Palm Wednesday, Jeff Hawkins tarafından kurulan ve birçok kişi tarafından Palm el cihazının babası olarak kabul edilen Handspring şirketini satın almayı planladığını açıkladı.","Palm Çarşamba günü yaptığı açıklamada, hain Palm kurucu ortağı Jeff Hawkins tarafından oluşturulan Handspring şirketini satın almayı planladığını söyledi."
4.25,0.94265974,"Hükümet geçtiğimiz günlerde, Mindanao'ya düzenlenen üç bombalı saldırı da dahil olmak üzere bir dizi saldırının ardından Malezya'nın aracılık ettiği MILF ile barış görüşmelerini rafa kaldırdı.","Hükümet geçtiğimiz günlerde, Mindanao'ya düzenlenen ve MILF'yi suçladığı üç ölümcül bombalama da dahil olmak üzere bir dizi saldırının ardından komşu Malezya'nın aracılık ettiği barış görüşmelerini rafa kaldırmıştı."
4.176,0.9491833,"Şirket, bir yıl önceki dönemde hisse başına 54,3 milyon dolar veya 22 sent kar paylaştı.","Bu, şirketin hisse başına 54,3 milyon dolar veya 22 sent kazandığı bir yıl önceki çeyreğe göre artmıştı."
3.0,0.7232773,"Pazartesi günü Boston'a katılanlar Watertown, Saugus ve Framingham'ın Massachusetts topluluklarıydı.","Boston'un yanı sıra Watertown, Saugus ve Framingham da Pazartesi günü sigara içilmeyecek."
3.8,0.7787517,"İsRAİl askerleri, ABD destekli Ortadoğu barış planı kapsamında bir gecede 10 küçük Batı Şeria yerleşim karakolundaki boş mobil evleri ve su kulelerini yıktı.",İsrail askerleri dün Batı Şeria'daki yerleşim karakollarını yıkmaya başladı - İsrail'in yeni bir Ortadoğu barış planı kapsamındaki yükümlülüğü.
4.6,0.85814553,"Sendika, hangi zincirin hedef alınacağını henüz açıklamamıştı.","Sendika, hangi zincirin hedef edileceğini daha sonra ortaya getireceğini söyledi."
1.4,0.7203501,"Her şeyi ortaya çıkar,"" diyor New York merkezli ulusal perakende danışmanlık şirketi Davidowitz & Associates'in başkanı Howard Davidowitz.","Masum ya da değil, ""o hasarlı mallar,"" dedi Howard Davidowitz, Davidowitz & Amp; Associates, New York'ta ulusal bir perakende danışmanlık şirketi."
2.8,0.70041245,"Güncellenen ürünler arasında Pylon Pro, Pylon Conduit, Pylon Anywhere ve Pylon Application Server bulunmaktadır.",Masaüstü tarafındaki yeni ürünler arasında Pylon Conduit ve Pylon Pro'nun en son sürümleri yer alıyor.
4.2,0.68177086,Türk yetkililer intihar bombacılarının hepsinin Türk olduğunu açıkladılar.,"Ankara, dört intihar bombacısının da Türk olduğunu söylüyor."
1.0,0.80900306,"Nisan ayında, hisse başına 60 ila 80 sent aralığında faaliyet kazancı tahmin etmişti.","Kodak, üç aylık dönem içinde hisse başına 5 ila 25 kuruş kazanç bekliyor."
4.2,0.8893287,Florida'dan Alaska'ya kadar binlerce eğlenceci eşcinsel evlilikler de dahil olmak üzere daha fazla yasal hak için bastıracağına yemin etti.,"Kararı kutlayan binlerce reveller, eşcinsel evlilikler de dahil olmak üzere daha fazla yasal hak için bastıracaklarına söz verdiler."
2.5,0.9188618,"Böyle bir statüye sahip diğerleri Mısır, İsrail ve Avustralya'dır.",İsrail ve Avustralya gibi ülkeler zaten böyle bir statüye sahip.
3.5,0.2862028,Bulgular Çarşamba günkü Amerikan Tıp Derneği Dergisi'nde (haber - web siteleri) yer almaktadır.,Sonuçlar The Journal of the American Medical Association'ın Çarşamba günkü sayısında yayınlanacak.
4.75,0.7560256,"Ayrıca, h2210'un beşiğinde ikinci bir pili şarj etmek için yer vardır.",h2200'ün beşiğinde ikinci bir pili şarj etme alanı vardır.
3.5,0.7818748,"14 Kürt'den biri İngilizce/Türkçe sözlükte ""mülteci"" kelimesini işaret etti.","Bir adam İngilizce-Türkçe sözlük damgalayıp ""mülteci"" kelimesini işaret etmişti."
4.0,0.8173696,"Bay Howard, ""Terörle mücadelenin merkezinde kolluk kuvvetleri ve istihbarat teşkilatları arasındaki yakın işbirliği yatıyor."" dedi.","Bakan, terörle mücadelenin merkezinde bölgesel kolluk kuvvetleri ve istihbarat teşkilatları arasındaki yakın işbirliğinin yer aldığını söyledi."
2.0,0.8452454,"2006 yılında grup, pazarın yüzde 29,6'dan 21,3 milyar dolarlık satışa geriyeceğini söylüyor.","2006 yılında Asya Pasifik yüzde 7,9'luk bir büyüme ile 81,8 milyar dolar arasında bir büyüme bildirecek."
3.2,0.9504417,"ABD 1'inci Zırhlı Tümeni'nden Yüzbaşı Robert Ramsey, binanın dışında saat 11 civarında bir kamyonun patladığını ve yerleşkenin dış duvarlarından birinin çöktüğünü söyledi.","ABD 1'inci Zırhlı Tümeni'nden Yüzbaşı Robert Ramsey, saat 11 sularında binanın dışında bir kamyonun patladığını söyledi."
3.8,0.84167403,"Bu kuzey sonbahar ABD'li eğitmenler, dört Kuzey Afrika ülkesinden gelen askerlerle devriye gezme ve istihbarat toplama konusunda çalışacaklar.","Bu yılın sonlarında komutanlık, dört Kuzey Afrika ülkesinden devriye ve istihbarat toplama görevlerine askerlerle birlikte eğitmenler gönderecek."
2.5,0.68066776,"Acil servis hekimleri derneği başkanı Dr. Patrick Pelloux, ""Rakamlar felakete dönüşüyor"" dedi.","Bu kabul edilemez,"" dedi Fransa Acil Doktorlar Derneği Başkanı Patrick Pelloux."
3.0,0.24352005,"Covello, ailesi, arkadaşları ve destekçileri mahkeme salonunun yarısını dolduran 49 yaşındaki 49 yaşındaki 10 yaşındaki 100 10 yaşındaki 19 yaşındaki 19 yaşındaki 20 yaşındaki oyuncuya, ""Ceza yoluyla başınıza ne geldiyse kesinlikle yeter de artar bile."" dedi.","Covello, ""Size olan şey, efendim, ceza yoluyla, kesinlikle fazlasıyla yeterli."" dedi."
4.0,0.9279452,Anne ayrıca davada gardiyanlardan biri tarafından cinsel saldırıya uğradığını iddia etti.,Anne ayrıca 1998'deki çatışma sırasında gardiyanlardan biri tarafından cinsel saldırıya uğradığını iddia etti.
2.625,0.7896266,"Evet, bugünden itibaren AMD veya Fujitsu'dan satın alınan Flash bellek Spansion olarak markalanacak.",Spansion Flash bellek çözümleri amd ve Fujitsu'dan dünya çapında mevcuttur.
3.2,0.7435672,"Dünyanın en büyük iki otomobil üreticisi, abd satışlarının geçen ay tahmin edilenden daha fazla azaldığını, çünkü yaz sonu satış çılgınlığının beklenenden daha fazla bir endüstri geri tepmesine neden olduğunu söyledi.","Hem GM hem de No. 2 Ford Motor Co.'daki yurtiçi satışlar, yaz sonu satış çılgınlığının beklenenden daha büyük bir endüstri geri tepmesine yol açmasıyla tahmin edilenden daha fazla geriledi."
4.0,0.93958473,Pazar günü Meksika Körfezi'nde hızla gelişen tropikal fırtınanın Pazartesi gecesine kadar Teksas veya Louisiana kıyılarında bir yeri vurması bekleniyordu.,Tropikal bir fırtına Pazar günü Meksika Körfezi'nde hızla gelişti ve Pazartesi gecesi Louisiana sahili boyunca bir yere çarptığında kasırga gücünde rüzgarlar esebilir.
3.2,0.69189435,"Kablo sporları ağı ESPN tarafından planlanan son turun ulusal kapsamıyla birlikte, perşembe günü baskı iyi bir şekilde artabilir.",Espn tarafından planlanan son turun ulusal kapsamı ve daha da zor olan kelimelerle birlikte baskı bugün daha da artacak.
2.4,0.5454155,Pataki İbrahim'in kararına övgüde bulundu ve LIPA Yönetim Kurulu Başkanı Richard Kessel kablonun kalıcı olarak faaliyette tutulması gerektiğini söyledi.,"LIPA Yönetim Kurulu Başkanı Richard Kessel, bunun kablonun ""uygun gördüğümüz şekilde"" kullanılabileceği anlamına geldiğini söyledi."
3.6,0.9143047,"Dynes, AT&T Bell Labs'da fizikçi olarak 22 yıl çalıştıktan sonra 1991 yılında UC San Diego'ya geldi.","Dynes, 22 yılını AT&T Bell Labs ile geçirdikten sonra 1991'den beri UC San Diego'dadır ve burada süper iletkenler ve diğer malzemeler üzerinde çalışmıştır."
4.6,0.8617192,"Menenjit, omurilik sıvısının ve beyin çevresindeki dokunun enfeksiyonudur.","Menenjit, bir kişinin omuriliğindeki ve beyin çevresindeki sıvının enfeksiyonudur."
4.4,0.93426305,"Belediye Başkanı Joe T. Parker Perşembe günü geç saatlerde yaptığı açıklamada, üç işçinin ilk patlama olduğunda binanın içinde bulunan iki erkek ve bir kadın olduğunu söyledi.","Belediye Başkanı Joe T. Parker, kayıp işçilerin, iki erkek ve bir kadının ilk patlama olduğunda binanın içinde olduğunu söyledi."
4.6,0.9857392,"Londra merkezli NCRI yetkilisi Ali Safavi Reuters'e şunları söyledi: ""Bizim görüşümüze göre yasadışı, ahlaki ve siyasi açıdan haksız olan bu baskını kınıyoruz.""","Londra merkezli NCRI yetkilisi Ali Safavi Reuters'e telefonla verdiği demeçte, ""Bizim görüşümüze göre yasadışı, ahlaki ve siyasi açıdan haksız olan bu baskını kınıyoruz."" dedi."
3.6,0.703472,"Elinde patladı, ama eski İtalya başbakanı yara almadan kurtuldu.",Prodi'ye gönderilen mektup bombası elinde patladı ama yara almadan kurtuldu.
3.2,0.6452249,"Halabi'nin askeri avukatı Hava Kuvvetleri Binbaşı James Key, idam cezasına çarptırılabilecek suçlamaları reddetti.","The Associated Press'in haberine göre, el-Halabi'yi temsil eden avukat Hava Kuvvetleri Binbaşısı James Key III suçlamaları reddetti."
2.0,0.45368358,"Waksal, mahkemeye gönderdiği mektupta şunları söyledi: ""Ailemi parçaladım.","Hoşgörü isteyen Waksal, mahkemeden, çalışanlarından ve ailesinden özür diledi."
2.8,0.85443956,"Jayroe, Mayıs ayı başından bu yana kentte 1400 ölü mavi alakarga ve karga ihbarı alındığını söyledi.","Başbakan, Mayıs ayı başından bu yana kente 1400 rapor alındığını söyledi."
1.6,0.67000777,Ancak Sigara tütünün tadını çıkarma özgürlüğü örgütü Forest şunları söyledi: ''Yasaklama kelimesinden bahsedin ve herkes orada ne olduğunu biliyor.,"Sigaradan Yararlanma Tütünün Tadını Çıkarma Özgürlüğü Örgütü Forest, The Lancet'in çağrısını ""eğlence ve inançsızlıkla"" karşıladığını açıkladı."
4.0,0.92028093,"Dönüştürüldükten sonra, BayStar yaklaşık 2,95 milyon SCO ortak hisse senedine veya şirketin bekleyen hisselerinin yüzde 17,5'ine sahip olacak.","Yatırım, Larkspur, Calif merkezli BayStar'a SCO ortak hisselerinin 2,9 milyondan fazla hissesini veya şirketin bekleyen hisselerinin yüzde 17,5'ini veriyor."
2.8,0.9141227,"OPEC üreticileri Çarşamba günü yapılacak bir toplantıda, bağımsız petrol ihracatçılarına Kartelin Irak petrollerinin geri dönüşüne izin vermek için bir sonraki arz kısıntısına katkıda bulunmaları için baskı yapmaya hazırlanıyorlar.","OPEC bu hafta, Irak ihracatının petrol fiyatlarını düşürerek yeniden başlamasını önlemek için bağımsız ihracatçılara kartelin bir sonraki arz kısıntısını desteklemesi için baskı yapmaya hazırlanıyor."
5.0,0.85589963,"Federal Ticaret Komisyonu (FTC) bugün Kongre'den, şu anda tüm e-posta trafiğinin yarısına kadar olan istenmeyen İnternet spam'leri ile mücadele etmek için ek yetki istedi.","Federal Ticaret Komisyonu dün Kongre'den hızla büyüyen spam sorununa saldırmak için daha geniş yetkiler istedi, ki bu da yeni çalışmaların tüm e-posta trafiğinin yarısını oluşturduğunu gösteriyor."
3.4,0.849307,Federal büyük jüri onları Salı günü suçladı; belge yetkililerin tutuklama yapabilmesi için düne kadar mühürlendi.,"Federal yetkililer, belgenin yetkililerin beş Batı eyaletinde tutuklama yapmalarına izin vermek için Perşembe sabahına kadar mühürlü kaldığını söylediler."
4.0,0.96743447,"Bu eylemlere karşı çıkan insanlar şimdi bunun yapılacak doğru şey olmadığını söylemek için yeni nedenler bulmaya çalışıyorlar.""","""Burada olan şey, bu eyleme başından boyunca karşı çıkan insanların, bunun yapılması gereken doğru şey olmaması için yeni nedenler bulmaya çalıştıklarıdır."""
3.2,0.7236411,"Richard Miller karaciğer nakli olduktan sonra hastanede kaldı, ancak karısı iyileşti.","57 yaşındaki Richard Miller, hayat kurtaran bir karaciğer nakliyle kurtuldu ancak hastanede kalmaya devam ediyor."
3.8,0.93461496,ŞİÖ duyurusu hakkında yorum için ardışık temsilcilere hemen ulaşılamadı.,Bu öğleden sonra ŞİÖ sözcüsüne yorum için ulaşılamadı.
3.2,0.9375218,"İşverenlerin kapsadığı kişilerin oranı 2001 yılında yüzde 62,3'ten geçen yıl yüzde 61,3'e düştü.","İşverenlerden sigortalı Amerikalıların oranı 2001'de yüzde 62,6 ve 2000'de yüzde 63,6'dan yüzde 61,3'e geriledi."
4.0,0.9440065,"DÜNYA 2 numara Lleyton Hewitt, tenis profesyonelleri derneğini, geçen yıl uyuşturucu testini reddetmesi için kandırdığı iddia edilen bir girişim de dahil olmak üzere kötü niyetle suçladı.","Dünya 2 numaralı oyuncusu Lleyton Hewitt, profesyonel akranlarını, geçen yıl onu uyuşturucu testini reddetmeye kandırma girişimi de dahil olmak üzere uzun süredir devam eden kötü niyetle suçladı."
3.25,0.83740115,"MSN Messenger 6.m, Çarşamba günü Tsİ 18:00'den itibaren http://messenger.msn.com/download/v6preview.asp'dan itibaren indirilebilecek.",Microsoft'a göre MSN Messenger 6 yazılımı Çarşamba günü 11 a.m. PST'den edinilebilir.
4.25,0.6070932,"Olayla ilgili olarak, uygunsuz davrandığımı kabul ettim.""","""Uygunsuz davrandığımı kabul ettim."" diyen Başbakan şöyle devam etti: ""Bu yüzden de, bu şekilde davranmak istiyorum."""
4.25,0.8843969,"Bir sözcü şunları söyledi: ""Kasım ayından bu yana polisle tam işbirliği yaptık.","Yetkili, kasım ayından bu yana polisle ""tam işbirliği"" yaptığını da sözlerine ekledi."
4.25,0.94032425,"Melbourne araştırmacıları, hamilelik sırasında patates ve diğer tüberöz sebzeleri yiyen kadınların çocuklarında tip 1 diyabeti tetikleme riski altında olabileceğine inanıyor.","Avustralyalı araştırmacılar, çocuklarda tip 1 diyabet tetikleyicisi bulduklarına inanıyorlar - anneleri hamilelik sırasında patates ve diğer tüberöz sebzeleri yiyorlar."
0.75,0.8622978,Geniş Standart & Fakir 500 Endeksi . SPX 3 puan ya da yüzde 0.32 artışla 970'e yükseldi.,Teknolojiye bağlı Nasdaq Bileşik Endeksi . IXIC 2 puan veya yüzde 0.18 değer kaybederek 1.649'a geriledi.
3.0,0.9268019,"Bir zamanlar tansiyonlarının iyi olduğunu düşünen insanlar, Çarşamba günü yayınlanan yeni ABD yönergeleri uyarırken hipertansiyon yolunda olabilirler.","Bir zamanlar tansiyonlarının iyi olduğunu düşünen insanların, Çarşamba günü yayınlanan yeni ABD yönergelerine göre, egzersiz yapmaya ve daha iyi beslenmeye başlamaları gerekiyor."
3.75,0.73017627,"Amazon ayrıca, New York Başsavcılığı'nın tespit ettiği sahtekarlardan biriyle sivil dolandırıcılık suçlamalarını karara bağladığını bildirdi.","Amazon ve New York başsavcılığı, iddia edilen e-posta sahtecilerinden biriyle çoktan anlaşmaya varmış."
4.0,0.6004376,"Başrol oyuncusu, Edna'nın kızı Tracy olarak enerjik yeni gelen Marissa Jaret Winokur'a gitti.","Marissa Jaret Winokur, Tracy rolünde, bir müzikalde en iyi kadın oyuncu ödülünü kazandı."
